x1,x2,x3
0.311716117,0.107426742,0.173886567
0.836875902,0.21709018,0.823973721
0.017572124,0.409304674,0.318665547
0.032872833,0.764628696,0.743485228
0.00607502,0.832792039,0.937561901
0.352137214,0.044897995,0.189262408
0.478553194,0.208929406,0.550566388
0.219627376,0.50779558,0.122022447
0.379506891,0.430965147,0.475974275
0.334870291,0.989394504,0.918761342
0.730801981,0.752086422,0.739632899
0.379068687,0.784233296,0.841725186
0.899007797,0.042733213,0.246150339
0.51550252,0.874615162,0.725059302
0.317566435,0.284704049,0.761556308
0.063843857,0.005174022,0.514850094
0.500172575,0.578131048,0.092044119
0.685273127,0.849138734,0.8142224
0.464230717,0.400760509,0.61932365
0.398145256,0.312095984,0.301830073
0.414336483,0.779757088,0.51385504
0.135416421,0.22160412,0.352734663
0.697975581,0.300518958,0.788610784
0.38775087,0.782144514,0.116998491
0.961658267,0.912417757,0.4974007
0.865957179,0.411344748,0.03538069
0.221332548,0.034984799,0.860455514
0.585385563,0.280057673,0.872635433
0.949579196,0.718434644,0.824356746
0.333562894,0.925828045,0.366650938
0.255290817,0.512870424,0.681277945
0.22886628,0.113574309,0.362321562
0.315910949,0.995950992,0.423582655
0.710956662,0.225795563,0.280123936
0.760499984,0.759543011,0.379489585
0.220808761,0.890022751,0.99873171
0.633098625,0.434961615,0.186731957
0.224020106,0.739746842,0.962684847
0.80140424,0.241603576,0.940343509
0.018075328,0.260423153,0.859497092
0.737615443,0.142013681,0.172549166
0.864542209,0.296887232,0.267361097
0.652636578,0.702152367,0.302611231
0.362517761,0.231670099,0.821154916
0.536549169,0.022337154,0.939633346
0.08490709,0.816628219,0.914088031
0.9218096,0.770122561,0.480537946
0.788809609,0.975715032,0.841885923
0.151062568,0.877468675,0.438869736
0.338106826,0.709047249,0.076218266
0.798223275,0.279009316,0.197274118
0.81997496,0.454271713,0.75968188
0.296862354,0.978257026,0.064475483
0.801612331,0.384424326,0.242878165
0.357092541,0.341691241,0.696051641
0.382031411,0.846630874,0.705999897
0.414504983,0.65047996,0.612811605
0.286139548,0.808206229,0.252790177
0.013791692,0.158598195,0.502132341
0.301878733,0.331037654,0.798590677
0.082531112,0.296939102,0.473648582
0.499872282,0.491496648,0.094282664
0.022641788,0.351742462,0.046561061
0.146943609,0.545885413,0.278294286
0.624246349,0.328674606,0.056846019
0.391515242,0.788869523,0.465678306
0.955662894,0.699001167,0.792345352
0.382814502,0.061797879,0.512645111
0.543256583,0.050801157,0.093871757
0.540765255,0.679784254,0.654902574
0.198186415,0.383624972,0.302819726
0.204867948,0.413801921,0.36459927
0.135377018,0.211765209,0.390506015
0.564878942,0.717961267,0.244080007
0.518805377,0.117830099,0.308132202
0.292755139,0.781089952,0.904482088
0.445750502,0.70716051,0.871185454
0.596043764,0.595224731,0.620922142
0.43130166,0.466487938,0.708900294
0.33806292,0.919584811,0.375305905
0.611547827,0.478518435,0.126223863
0.84219274,0.379771778,0.381439916
0.069422216,0.840111549,0.165656706
0.935144685,0.296241577,0.465037636
0.802645692,0.288001681,0.236005995
0.664989121,0.645926145,0.140025018
0.567010569,0.35158481,0.095302267
0.963120541,0.374301981,0.65569611
0.139827357,0.726844903,0.855663168
0.637481837,0.504064903,0.054962307
0.01506606,0.380298364,0.640630117
0.9276449,0.859076345,0.653092008
0.803019503,0.256369423,0.873472077
0.929718074,0.829427875,0.056035563
0.850891556,0.132951474,0.296982388
0.164502432,0.870906661,0.188547328
0.231922607,0.293506195,0.048831226
0.912459378,0.801980869,0.500673584
0.145449598,0.129871407,0.60384866
0.784410603,0.075398856,0.285849692
0.429908994,0.194681927,0.535401141
0.851289507,0.953141049,0.29119698
0.218886148,0.418064771,0.153569486
0.091259253,0.0046031,0.955497203
0.446563011,0.548828921,0.990442758
0.680821696,0.220729066,0.218812711
0.554340043,0.138613936,0.578293462
0.783537853,0.395236599,0.145055861
0.18177079,0.881148193,0.037183461
0.644698856,0.845644038,0.986477318
0.586774271,0.827366469,0.329281441
0.390340173,0.257187657,0.200569238
0.62321663,0.298815416,0.18305408
0.11396848,0.337376639,0.965158524
0.207443897,0.373473328,0.483389422
0.843075399,0.555855825,0.860329352
0.381608584,0.570274149,0.728006622
0.323104783,0.172228565,0.445533579
0.527953086,0.594890696,0.156099755
0.798713084,0.921609955,0.56825655
0.443781797,0.743771252,0.290666394
0.875046302,0.467057431,0.084343916
0.773794454,0.3914193,0.311716643
0.495562206,0.782302322,0.037467311
0.237311807,0.825897602,0.586577521
0.041700392,0.397621909,0.574810978
0.037853512,0.996237784,0.713298162
0.09198079,0.043994813,0.925007946
0.548955764,0.523297639,0.020363425
0.15843714,0.297683902,0.975477875
0.693567234,0.874469999,0.156983612
0.485590128,0.966288199,0.604698071
0.276676494,0.213170985,0.704892491
0.582361367,0.664134001,0.14755278
0.363359191,0.825408903,0.80462583
0.104235381,0.045912242,0.379026831
0.489057974,0.987699092,0.49917751
0.567174044,0.173527922,0.226809544
0.423795709,0.499442094,0.949453208
0.231385415,0.840208317,0.447577502
0.306770528,0.811252017,0.563511686
0.277955433,0.334329816,0.197075349
0.258102258,0.202581773,0.007031425
0.768645808,0.895627696,0.722889715
0.66333548,0.292132993,0.369507074
0.247262881,0.366152293,0.395187339
0.538825521,0.745193301,0.058975734
0.435360505,0.591847635,0.078675656
0.629468412,0.864355373,0.631099
0.016816878,0.236246516,0.810169289
0.691031897,0.682510699,0.2439922
0.302916383,0.372991656,0.497821172
0.569491497,0.166946597,0.591219311
0.549355198,0.884883595,0.199351972
0.789105289,0.629444713,0.187181483
0.626711417,0.263050362,0.244852524
0.64480971,0.181935334,0.627160285
0.614197504,0.184145552,0.840059402
0.133494522,0.123338096,0.332116998
0.665463592,0.456302181,0.481218282
0.138434368,0.718024503,0.154910488
0.256910394,0.452445564,0.516595542
0.390960736,0.006491503,0.736412972
0.58657143,0.691097988,0.470062045
0.351645499,0.267963682,0.044992912
0.185838752,0.092362689,0.139576097
0.832334249,0.823190829,0.604197148
0.596249164,0.839421459,0.365901258
0.230209644,0.047487848,0.599194059
0.612617953,0.82479543,0.790666203
0.675052896,0.575267213,0.297192278
0.187950369,0.364238442,0.33851547
0.991966545,0.160524705,0.905773292
0.113399114,0.578767769,0.784529908
0.528525486,0.442334348,0.218586304
0.587049756,0.705946172,0.658531034
0.203828596,0.117450922,0.02628362
0.787641803,0.827652027,0.124325956
0.083977159,0.858081495,0.62670996
0.127295987,0.705398553,0.179851347
0.250449113,0.577729151,0.411750344
0.717971596,0.043224485,0.346113316
0.56564546,0.597810939,0.535598143
0.51078891,0.908902579,0.152766288
0.516995686,0.757211594,0.126704883
0.941115875,0.71503174,0.629747091
0.7363166,0.473475546,0.503411994
0.072657507,0.006048151,0.224982548
0.482301227,0.277224142,0.302986786
0.471131776,0.317770661,0.92292281
0.314146608,0.360567615,0.332565169
0.119788088,0.898177397,0.275833193
0.28146301,0.084638707,0.403560359
0.74187174,0.417626336,0.884959928
0.2766703,0.462521575,0.132011165
0.750731833,0.261558427,0.279431722
0.084830103,0.861485895,0.697677656
0.833627468,0.632317599,0.192170234
0.421182645,0.173671322,0.457467334
0.163455488,0.232209517,0.888755125
0.03931247,0.280269091,0.829485148
0.906111111,0.677265722,0.165244626
0.459497837,0.841366814,0.24262668
0.67874555,0.515976346,0.005891226
0.022251936,0.999258174,0.815067189
0.609445966,0.782321233,0.115820296
0.314615961,0.26727664,0.155666293
0.099268389,0.947662367,0.500802561
0.814251074,0.099599635,0.037941008
0.8861382,0.371593824,0.577668688
0.747047026,0.150982736,0.376792852
0.576975682,0.949898926,0.605820812
0.064677528,0.108339229,0.689199527
0.21388269,0.952220951,0.928019003
0.868504254,0.147208083,0.655233786
0.232931703,0.322688073,0.664373499
0.599668307,0.720855505,0.697967055
0.518158046,0.389945091,0.484872318
0.557519434,0.245373927,0.39737061
0.963920063,0.261907794,0.557242191
0.981384515,0.688256708,0.453591263
0.863767109,0.721209568,0.137252956
0.574079371,0.595097826,0.044514201
0.254837886,0.984130934,0.088101702
0.24943384,0.159539375,0.45239371
0.87722934,0.333296819,0.011705428
0.644170661,0.301487605,0.639827459
0.534016848,0.888556187,0.387922691
0.403897861,0.824862259,0.638028131
0.402430194,0.961692456,0.002629805
0.987738217,0.432139031,0.132983558
0.579330246,0.370105575,0.535992128
0.915808738,0.119988399,0.367512472
0.575419573,0.88194154,0.783031442
0.907390863,0.118282388,0.113921538
0.736470664,0.755723028,0.411656574
0.881132649,0.482021947,0.695328849
0.247710138,0.472584259,0.819590412
0.596967007,0.512400524,0.797790761
0.495914524,0.236791469,0.451734113
0.463045801,0.602638227,0.606635091
0.665596374,0.315062002,0.327680599
0.097734753,0.571352032,0.051741466
0.559166913,0.134045177,0.359088802
0.020854311,0.908022284,0.911615277
0.257028294,0.911788806,0.386273577
0.094311964,0.968840287,0.472841466
0.827696651,0.673848196,0.804422351
0.783882654,0.776575994,0.088263415
0.009259801,0.647902154,0.347039301
0.832301354,0.59165901,0.752326412
0.43836726,0.970664553,0.865330166
0.554418691,0.636138459,0.139698305
0.195001778,0.672096463,0.943065501
0.332420018,0.492606575,0.526031867
0.766316107,0.314942502,0.521786129
0.002711586,0.063348173,0.527121905
0.508115171,0.335125924,0.799243557
0.670979468,0.731635789,0.714519825
0.310702726,0.939360939,0.645397582
0.305565492,0.009711548,0.241351616
0.231266182,0.439221586,0.529763163
0.094140732,0.561171327,0.040935976
0.873480554,0.143740234,0.964029956
0.026236222,0.595391946,0.369170712
0.385158189,0.221167717,0.102105907
0.437259637,0.317166745,0.668114957
0.910286881,0.509290305,0.583128012
0.524931076,0.494331825,0.399859798
0.762375002,0.234948893,0.268305079
0.003923345,0.304913283,0.985257395
0.478099349,0.315576057,0.936590582
0.877321796,0.42310671,0.644903747
0.837680213,0.775585012,0.275590337
0.204320144,0.379117999,0.51809042
0.901484441,0.033468854,0.107416046
0.292339619,0.044075788,0.182347128
0.091525004,0.473343632,0.144897551
0.861314648,0.780988981,0.56604936
0.02102252,0.249994835,0.336506632
0.41497792,0.019368678,0.158968174
0.203765365,0.2302301,0.089971208
0.568288912,0.005720762,0.713967301
0.922541184,0.33145497,0.773901331
0.835772645,0.897446747,0.907371656
0.834654895,0.688286204,0.483277198
0.98872253,0.235467972,0.601178058
0.222407875,0.455017018,0.304287174
0.19819361,0.840263249,0.868274289
0.299126778,0.546208696,0.371591386
0.818707678,0.430993775,0.887983186
0.683941262,0.298559154,0.250256045
0.871063729,0.184992935,0.236939499
0.074997615,0.408687858,0.974791963
0.287325992,0.761784908,0.498671097
0.565801243,0.579665969,0.599233642
0.142771156,0.668281615,0.520902048
0.490446443,0.746956511,0.089541942
0.136555085,0.031449937,0.685037458
0.7117836,0.953346768,0.596409403
0.108211777,0.234387911,0.641499987
0.932258333,0.029345257,0.743314224
0.8522891,0.573633978,0.863898783
0.868472876,0.414064165,0.844936575
0.397084114,0.047403351,0.560876143
0.082027162,0.102605772,0.807967102
0.03712773,0.687154147,0.707582892
0.362260398,0.25245161,0.052240746
0.655800538,0.347599233,0.137278315
0.674119253,0.140511244,0.097954335
0.023761737,0.980839195,0.861296011
0.918720174,0.373016205,0.562154951
0.114172965,0.37411583,0.06978402
0.763745771,0.770520437,0.523572594
0.0225931,0.752322134,0.387097212
0.676108272,0.678692959,0.59462694
0.083788697,0.640049079,0.174404938
0.421715855,0.50951364,0.904792733
0.274771643,0.938415602,0.663687947
0.577694689,0.740955223,0.682214196
0.040610108,0.403310027,0.814525056
0.468899908,0.574691574,0.4424283
0.886712969,0.688575963,0.808240015
0.630171519,0.260644613,0.583508885
0.552105419,0.494128801,0.146152866
0.699505654,0.440577372,0.405206587
0.949563089,0.959419761,0.51319175
0.107361976,0.143619616,0.518012098
0.883529452,0.013542109,0.848525633
0.586485169,0.172317036,0.410674984
0.498343065,0.025600563,0.734855204
0.300639875,0.747099267,0.531612148
0.374790369,0.628280103,0.846182536
0.877115192,0.676945443,0.228706022
0.707424024,0.340902366,0.686617739
0.792665224,0.364507639,0.708521557
0.310621266,0.745914994,0.382929963
0.309236333,0.36324499,0.702669032
0.882174997,0.690913713,0.635650647
0.148904638,0.200284806,0.384071539
0.04853694,0.604281833,0.652997467
0.841147122,0.072032915,0.665004338
0.412082916,0.573157479,0.36550688
0.885463653,0.341991534,0.965520661
0.365511549,0.760895599,0.672148244
0.013593422,0.843703746,0.072859736
0.032456602,0.170597105,0.008718438
0.437807311,0.631128932,0.683884588
0.057166653,0.910289325,0.428285043
0.788873507,0.675529693,0.877906291
0.928248616,0.550817729,0.282751041
0.553342406,0.364926939,0.708533234
0.418835173,0.889302335,0.876954441
0.015752169,0.131699807,0.676075423
0.633016133,0.594246234,0.963926721
0.87822594,0.11522677,0.053168142
0.953295856,0.794992645,0.14696995
0.941451637,0.680622951,0.884387615
0.891442453,0.296597305,0.949109272
0.080127594,0.492963741,0.0884106
0.416444078,0.814920474,0.844733421
0.883681074,0.161614312,0.045126848
0.953805809,0.046792751,0.03710388
0.254941079,0.767829037,0.216976811
0.426255919,0.858281001,0.392413948
0.597494781,0.051243747,0.417459383
0.569805355,0.105474711,0.326561137
0.521627281,0.719249949,0.116390754
0.339229393,0.949681294,0.253895653
0.249708576,0.313945232,0.51387438
0.554004037,0.382828078,0.877310375
0.097764067,0.681509078,0.30621885
0.122081405,0.09372973,0.271631777
0.117551149,0.209537967,0.016792707
0.01842099,0.868166874,0.034744527
0.156239086,0.584493531,0.501549115
0.454216356,0.453682883,0.742902861
0.139908563,0.26993213,0.695601922
0.41512295,0.742599072,0.076370025
0.473986225,0.891675117,0.882417624
0.8011319,0.96443592,0.839601862
0.510878156,0.708442986,0.91720737
0.616685995,0.388336966,0.670601326
0.665714718,0.786917211,0.299597335
0.879512075,0.795451727,0.040325468
0.40360251,0.61016873,0.25900635
0.959196428,0.307762679,0.174552068
0.4380784,0.97347636,0.684714274
0.773461233,0.077797133,0.240829049
0.942865257,0.401576784,0.086903374
0.586545149,0.741703668,0.921177044
0.617224758,0.89334255,0.547715313
0.242382064,0.604936387,0.084438389
0.594721973,0.51890791,0.843620576
0.79832687,0.648862456,0.258281382
0.961814691,0.258046131,0.121251104
0.231291518,0.056555909,0.688124781
0.16838613,0.944243316,0.100423686
0.174493333,0.627781968,0.564226394
0.537832531,0.104559248,0.512397393
0.439463129,0.8773561,0.673673003
0.8691886,0.798409688,0.450467969
0.798889084,0.621346307,0.799366761
0.210944202,0.127427913,0.071409513
0.208002971,0.782113448,0.896457409
0.821308106,0.069281186,0.839118348
0.614295894,0.557078885,0.843788354
0.154120925,0.720394187,0.935683948
0.626648191,0.490176056,0.22162912
0.405307199,0.304057333,0.740487916
0.673181669,0.071855942,0.611225562
0.768331512,0.910669465,0.832659495
0.935350632,0.280203206,0.992832204
0.503823806,0.623203008,0.424096984
0.752075573,0.379783292,0.254937132
0.729348746,0.460255824,0.687275177
0.187820212,0.519505189,0.679978243
0.269907962,0.286125131,0.871481102
0.344380367,0.064904321,0.479796233
0.02904769,0.985923434,0.302511129
0.136198018,0.567263656,0.116831283
0.201900553,0.973850459,0.85000576
0.136863512,0.259726546,0.875965503
0.936714491,0.83823977,0.172185793
0.02112271,0.141976066,0.506236798
0.727653554,0.971909889,0.762022669
0.082932966,0.233660453,0.173766526
0.356165,0.186257338,0.379226933
0.305740902,0.84520816,0.241811052
0.767211991,0.372131909,0.296329004
0.507467918,0.096005912,0.112504464
0.262501243,0.603622077,0.729673638
0.747984907,0.527469436,0.729333813
0.497013135,0.430770466,0.340179554
0.437350099,0.147049931,0.005819643
0.266876193,0.931140046,0.283985441
0.075952576,0.554659361,0.750541235
0.670003503,0.890170782,0.910977347
0.801422456,0.982378856,0.533133083
0.088942672,0.678283618,0.200993753
0.745138276,0.090635125,0.637294696
0.533141648,0.938408891,0.325423488
0.210054647,0.990265179,0.426083239
0.578289993,0.94366485,0.54173312
0.664167222,0.214003097,0.215633881
0.811479599,0.936788875,0.190658857
0.548305978,0.557110311,0.024656125
0.929363463,0.071353504,0.595093601
0.262715803,0.522446709,0.805044501
0.139338754,0.586055906,0.040000628
0.349418463,0.76204375,0.270833322
0.534333401,0.582546296,0.372067089
0.713410324,0.448388583,0.886260279
0.052788411,0.1592421,0.79575156
0.070864761,0.146630714,0.51084709
0.716939477,0.339853143,0.162377629
0.230217528,0.885239644,0.124820101
0.520695152,0.923779511,0.261213179
0.900813573,0.438809573,0.227656634
0.905665821,0.695345428,0.734487981
0.038814951,0.650474235,0.758836382
0.949892583,0.031735679,0.725727507
0.443873175,0.745448643,0.377105756
0.214109661,0.517629915,0.302505313
0.940328032,0.043713799,0.050326186
0.772788722,0.900328495,0.14221636
0.037860728,0.141428017,0.546229268
0.47986611,0.139808392,0.997543485
0.087136211,0.225162682,0.463445696
0.575112554,0.087779974,0.15972391
0.96919789,0.182944834,0.91980686
0.005939363,0.281649684,0.701036252
0.733756465,0.094413635,0.045353802
0.413739067,0.756456491,0.852575774
0.643428401,0.960770601,0.607791307
0.08876684,0.5231552,0.952555996
0.077722401,0.72817833,0.081412122
0.556159471,0.213035447,0.413145966
0.005458728,0.124709582,0.499783098
0.985008944,0.550482865,0.401250165
0.063228661,0.063628889,0.787829103
0.483063579,0.333937814,0.83533509
0.258730851,0.229715271,0.575141329
